Type d'établissement - Année scolaire;Libellé établissement;Adresse;Arrondissement;Code INSEE;Année scolaire;Type établissement;geo_shape;geo_point_2d
MATERNELLES (année scolaire 2021/2022);BOY  ZELENSKI (5) MAT;5 RUE BOY ZELENSKI;10ème Ardt;75110;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.367886623966959, 48.87683463546491]}";48.8768346355,2.36788662397
MATERNELLES (année scolaire 2021/2022);JACQUIER (23) MAT;23 RUE JACQUIER;14ème Ardt;75114;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.31699795336605, 48.829975081879056]}";48.8299750819,2.31699795337
MATERNELLES (année scolaire 2021/2022);MACDONALD (118) POLY;118 BOULEVARD MACDONALD;19ème Ardt;75119;2021-2022;Polyvalent;"{""type"": ""Point"", ""coordinates"": [2.381345564316938, 48.899088333111806]}";48.8990883331,2.38134556432
MATERNELLES (année scolaire 2021/2022);LYONNAIS (22) MAT;22 RUE DES LYONNAIS;5ème Ardt;75105;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.346472507675337, 48.83851905714698]}";48.8385190571,2.34647250768
MATERNELLES (année scolaire 2021/2022);ST DOMINIQUE (117 B) MAT;117 bis RUE SAINT DOMINIQUE;7ème Ardt;75107;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.304324505511373, 48.85894937148363]}";48.8589493715,2.30432450551
MATERNELLES (année scolaire 2021/2022);GUSTAVE ROUANET (1) MAT;1 RUE GUSTAVE ROUANET;18ème Ardt;75118;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.341541508231377, 48.8963066157906]}";48.8963066158,2.34154150823
MATERNELLES (année scolaire 2021/2022);CHAT.DES RENTIERS (31) MAT;31 RUE DU CHATEAU DES RENTIERS;13ème Ardt;75113;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.370175975479929, 48.824314898428995]}";48.8243148984,2.37017597548
MATERNELLES (année scolaire 2021/2022);FAUCONNIER (4) POLY;4 RUE DU FAUCONNIER;4ème Ardt;75104;2021-2022;Polyvalent;"{""type"": ""Point"", ""coordinates"": [2.359654071354694, 48.853642191485505]}";48.8536421915,2.35965407135
MATERNELLES (année scolaire 2021/2022);PARC DES PRINCES (27) MAT;27 AVENUE DU PARC DES PRINCES;16ème Ardt;75116;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.254756622789386, 48.840123668054495]}";48.8401236681,2.25475662279
MATERNELLES (année scolaire 2021/2022);JEAN BOUTON (7) MAT;7 RUE JEAN BOUTON;12ème Ardt;75112;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.3768421263359363, 48.84565118195942]}";48.845651182,2.37684212634
MATERNELLES (année scolaire 2021/2022);PAUL BAUDRY (10) POLY;10 RUE PAUL BAUDRY;8ème Ardt;75108;2021-2022;Polyvalent;"{""type"": ""Point"", ""coordinates"": [2.307404169646409, 48.87234525840762]}";48.8723452584,2.30740416965
MATERNELLES (année scolaire 2019/2020);VERNEUIL (17) MAT;17 RUE DE VERNEUIL;7ème Ardt;75107;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.330465119799634, 48.85754259751076]}";48.8575425975,2.3304651198
MATERNELLES (année scolaire 2019/2020);MARYSE HILSZ (18) MAT;18 RUE MARYSE HILSZ;20ème Ardt;75120;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.412917325437361, 48.85061888421856]}";48.8506188842,2.41291732544
MATERNELLES (année scolaire 2019/2020);POISSONNIERS (142) POLY;142 RUE DES POISSONNIERS;18ème Ardt;75118;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.353021908243544, 48.89681367329203]}";48.8968136733,2.35302190824
MATERNELLES (année scolaire 2019/2020);BIENFAISANCE (12) MAT;12 RUE DE LA BIENFAISANCE;8ème Ardt;75108;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.3201270403495, 48.87681496443282]}";48.8768149644,2.32012704035
MATERNELLES (année scolaire 2019/2020);FAIDHERBE (18) MAT;18 RUE FAIDHERBE;11ème Ardt;75111;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.3839600722882652, 48.851595556444906]}";48.8515955564,2.38396007229
MATERNELLES (année scolaire 2019/2020);ST MERRI (11) POLY;11 RUE SAINT-MERRI;4ème Ardt;75104;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.352953080846306, 48.859304771071564]}";48.8593047711,2.35295308085
MATERNELLES (année scolaire 2019/2020);LOUIS VIERNE (6) MAT;6 RUE LOUIS VIERNE;17ème Ardt;75117;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.290018854645176, 48.8881244056286]}";48.8881244056,2.29001885465
MATERNELLES (année scolaire 2019/2020);FRANC NOHAIN (9) POLY;9 RUE FRANC-NOHAIN;13ème Ardt;75113;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.3751822012752672, 48.821401138115235]}";48.8214011381,2.37518220128
MATERNELLES (année scolaire 2019/2020);ARISTIDE MAILLOL (15) MAT;15 RUE ARISTIDE MAILLOL;15ème Ardt;75115;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.31241308142851, 48.83785580117437]}";48.8378558012,2.31241308143
MATERNELLES (année scolaire 2019/2020);MENILMONTANT (10) MAT;10 RUE DE MENILMONTANT;20ème Ardt;75120;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.3841980628380233, 48.86725402685876]}";48.8672540269,2.38419806284
MATERNELLES (année scolaire 2019/2020);DELAMBRE (24) MAT;24 RUE DELAMBRE;14ème Ardt;75114;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.326808867467083, 48.84159829707345]}";48.8415982971,2.32680886747
MATERNELLES (année scolaire 2019/2020);FRANCOISE DORLEAC (2) MAT;60 RUE RENE BINET;18ème Ardt;75118;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.3374527923173662, 48.89938990076311]}";48.8993899008,2.33745279232
MATERNELLES (année scolaire 2019/2020);GOUTTE D'OR (49B) ELEM;49 bis RUE DE LA GOUTTE D'OR;18ème Ardt;75118;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.351785340689855, 48.88495633669168]}";48.8849563367,2.35178534069
MATERNELLES (année scolaire 2019/2020);LAHIRE (13) MAT;13 RUE LAHIRE;13ème Ardt;75113;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.366461043770419, 48.82965725747828]}";48.8296572575,2.36646104377
MATERNELLES (année scolaire 2019/2020);GUSTAVE DORE (3) MAT;3 RUE GUSTAVE DORE;17ème Ardt;75117;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.303012357489163, 48.88624496584852]}";48.8862449658,2.30301235749
MATERNELLES (année scolaire 2019/2020);ST LUC (3) MAT;3 RUE SAINT-LUC;18ème Ardt;75118;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.35417863638104, 48.88563541994896]}";48.8856354199,2.35417863638
MATERNELLES (année scolaire 2017/2018);PASSY (25) MAT;25 RUE DE PASSY;16ème Ardt;75116;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.282231590425968, 48.85802950494674]}";48.8580295049,2.28223159043
MATERNELLES (année scolaire 2017/2018);PATAY (20) MAT;20 RUE DE PATAY;13ème Ardt;75113;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.375665193700465, 48.82499119133685]}";48.8249911913,2.3756651937
MATERNELLES (année scolaire 2017/2018);JEANNE D'ARC (32) MAT;32 place JEANNE D'ARC;13ème Ardt;75113;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.368098690020347, 48.83026512916448]}";48.8302651292,2.36809869002
MATERNELLES (année scolaire 2017/2018);GRANDS CHAMPS (22) MAT;12 RUE DES GRANDS CHAMPS;20ème Ardt;75120;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.399742553512755, 48.850458538305524]}";48.8504585383,2.39974255351
MATERNELLES (année scolaire 2017/2018);POULLETIER (18) MAT;18 rue POULLETIER;4ème Ardt;75104;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.358314138154766, 48.85147073876572]}";48.8514707388,2.35831413815
MATERNELLES (année scolaire 2017/2018);CHRISTINE DE PISAN (24) MAT;24 rue CHRISTINE DE PISAN;17ème Ardt;75117;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.308257070282751, 48.889977033452034]}";48.8899770335,2.30825707028
MATERNELLES (année scolaire 2017/2018);CAMBRAI (5) MAT;5 RUE DE CAMBRAI;19ème Ardt;75119;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.377786561520894, 48.894557249451076]}";48.8945572495,2.37778656152
MATERNELLES (année scolaire 2017/2018);LACHAMBEAUDIE (2) MAT;2 place LACHAMBEAUDIE;12ème Ardt;75112;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.386397823020068, 48.83556193494763]}";48.8355619349,2.38639782302
MATERNELLES (année scolaire 2017/2018);EUGENIE COTTON (20) MAT;20 rue EUGENIE COTTON;19ème Ardt;75119;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.39504113283322, 48.87880036635741]}";48.8788003664,2.39504113283
MATERNELLES (année scolaire 2017/2018);DUNOIS (71) MAT;71 rue DUNOIS;13ème Ardt;75113;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.366141301333975, 48.83304418798988]}";48.833044188,2.36614130133
MATERNELLES (année scolaire 2017/2018);OLIVIER DE SERRES (99) MAT;99 rue OLIVIER DE SERRES;15ème Ardt;75115;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.293162587999773, 48.83174298315951]}";48.8317429832,2.293162588
MATERNELLES (année scolaire 2017/2018);RICHARD LENOIR (13) MAT;13 boulevard RICHARD LENOIR;11ème Ardt;75111;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.3699973230894402, 48.85603881032265]}";48.8560388103,2.36999732309
MATERNELLES (année scolaire 2017/2018);BESSIERES (90) MAT;90 boulevard BESSIERES;17ème Ardt;75117;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.319125846408123, 48.89665547996288]}";48.89665548,2.31912584641
MATERNELLES (année scolaire 2017/2018);EMILE ZOLA (35) MAT;35 avenue EMILE ZOLA;15ème Ardt;75115;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.282425091627006, 48.84655839638385]}";48.8465583964,2.28242509163
MATERNELLES (année scolaire 2017/2018);DURANTI (10 B) MAT;10 bis rue DURANTI;11ème Ardt;75111;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.383913549272337, 48.860585428532644]}";48.8605854285,2.38391354927
MATERNELLES (année scolaire 2017/2018);ST BENOIT (16) MAT;16 rue SAINT-BENOIT;6ème Ardt;75106;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.33291876335227, 48.854887735187965]}";48.8548877352,2.33291876335
MATERNELLES (année scolaire 2017/2018);FAIDHERBE (18) MAT;18 rue FAIDHERBE;11ème Ardt;75111;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.383960072277635, 48.8515955573442]}";48.8515955573,2.38396007228
MATERNELLES (année scolaire 2017/2018);TOMBE ISSOIRE (77) MAT;77 RUE DE LA TOMBE ISSOIRE;14ème Ardt;75114;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.332824267040731, 48.828121322315404]}";48.8281213223,2.33282426704
MATERNELLES (année scolaire 2017/2018);SARRETTE (55) MAT;55 rue SARRETTE;14ème Ardt;75114;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.326935151596916, 48.82508625556282]}";48.8250862556,2.3269351516
MATERNELLES (année scolaire 2017/2018);BOUVINES (6) MAT;6 AVENUE DE BOUVINES;11ème Ardt;75111;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.396580284039941, 48.8502547714803]}";48.8502547715,2.39658028404
MATERNELLES (année scolaire 2017/2018);GRANDS MOULINS (47) POLY;47 RUE DES GRANDS MOULINS;13ème Ardt;75113;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.377695614437951, 48.82792649809753]}";48.8279264981,2.37769561444
MATERNELLES (année scolaire 2017/2018);NOYER DURAND (5) MAT;5 RUE DU NOYER-DURAND;19ème Ardt;75119;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.399123320023841, 48.88673177583621]}";48.8867317758,2.39912332002
MATERNELLES (année scolaire 2017/2018);MURAT (162) MAT;162 boulevard MURAT;16ème Ardt;75116;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.265105062057403, 48.83895377594085]}";48.8389537759,2.26510506206
MATERNELLES (année scolaire 2017/2018);GLACIERE (100) MAT;10 rue SOEUR CATHERINE MARIE;13ème Ardt;75113;2017-2018;;"{""type"": ""Point"", ""coordinates"": [2.342910701823733, 48.829792239177436]}";48.8297922392,2.34291070182
MATERNELLES (année scolaire 2018/2019);MAURICE D'OCAGNE (7) MAT;7 avenue MAURICE D'OCAGNE;14ème Ardt;75114;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.312155646429755, 48.824699596301315]}";48.8246995963,2.31215564643
MATERNELLES (année scolaire 2018/2019);ST DOMINIQUE (117 B) MAT;117 bis rue SAINT-DOMINIQUE;7ème Ardt;75107;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.304324504088417, 48.85894937597212]}";48.858949376,2.30432450409
MATERNELLES (année scolaire 2018/2019);PRESENTATION (4B) MAT;4 bis RUE DE LA PRESENTATION;11ème Ardt;75111;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.377028242215793, 48.87101002154689]}";48.8710100215,2.37702824222
MATERNELLES (année scolaire 2018/2019);TRUFFAUT (15) POLY;15 rue TRUFFAUT;17ème Ardt;75117;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.322540242591253, 48.884930251315765]}";48.8849302513,2.32254024259
MATERNELLES (année scolaire 2018/2019);PEREIRE (221) MAT;221 boulevard PEREIRE;17ème Ardt;75117;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.289289688986715, 48.880564893583745]}";48.8805648936,2.28928968899
MATERNELLES (année scolaire 2018/2019);ANTOINE CHANTIN (15) MAT;15 rue ANTOINE CHANTIN;14ème Ardt;75114;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.321911153125254, 48.82711602594785]}";48.8271160259,2.32191115313
MATERNELLES (année scolaire 2018/2019);VIVIENNE (11) MAT;11 rue VIVIENNE;2ème Ardt;75102;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.339500235318694, 48.868010451933806]}";48.8680104519,2.33950023532
MATERNELLES (année scolaire 2018/2019);EUGENE VARLIN (10) POLY;10 rue EUGENE VARLIN;10ème Ardt;75110;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.364774028773796, 48.87833744753977]}";48.8783374475,2.36477402877
MATERNELLES (année scolaire 2018/2019);LYONNAIS (22) MAT;22 RUE DES LYONNAIS;5ème Ardt;75105;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.346472506267946, 48.83851906073675]}";48.8385190607,2.34647250627
MATERNELLES (année scolaire 2018/2019);PARMENTIER (155) MAT;155 avenue PARMENTIER;10ème Ardt;75110;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.369713874217563, 48.87154680584328]}";48.8715468058,2.36971387422
MATERNELLES (année scolaire 2018/2019);SIMONE WEIL (5) MAT;5 rue SIMONE WEIL;13ème Ardt;75113;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.364337026179732, 48.823511481401766]}";48.8235114814,2.36433702618
MATERNELLES (année scolaire 2018/2019);PAUL ABADIE (1) MAT;1 rue PAUL ABADIE;18ème Ardt;75118;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.33537986436433, 48.896781093161245]}";48.8967810932,2.33537986436
MATERNELLES (année scolaire 2018/2019);AUBERVILLIERS (28) MAT;28 RUE D' AUBERVILLIERS;19ème Ardt;75119;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.366100707565041, 48.88571058215637]}";48.8857105822,2.36610070757
MATERNELLES (année scolaire 2018/2019);YEO THOMAS (5) MAT;5 rue YEO THOMAS;13ème Ardt;75113;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.362886061936024, 48.83154203814534]}";48.8315420381,2.36288606194
MATERNELLES (année scolaire 2018/2019);BELLES FEUILLES (3) POLY;3 IMPASSE DES BELLES FEUILLES;16ème Ardt;75116;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.280778166050534, 48.86883571984071]}";48.8688357198,2.28077816605
MATERNELLES (année scolaire 2018/2019);VANEAU (48) MAT;48 rue VANEAU;7ème Ardt;75107;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.319164370256578, 48.851203832496815]}";48.8512038325,2.31916437026
MATERNELLES (année scolaire 2018/2019);PICPUS (45) MAT;45 RUE DE PICPUS;12ème Ardt;75112;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.396969886510221, 48.84346481665427]}";48.8434648167,2.39696988651
MATERNELLES (année scolaire 2018/2019);BULLOURDE (4) MAT;4 passage BULLOURDE;11ème Ardt;75111;2018-2019;;"{""type"": ""Point"", ""coordinates"": [2.376705196996434, 48.85455710310786]}";48.8545571031,2.376705197
MATERNELLES (année scolaire 2021/2022);JEAN MENANS (2) MAT;2 RUE JEAN MENANS;19ème Ardt;75119;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.378711444004802, 48.88105439132377]}";48.8810543913,2.378711444
MATERNELLES (année scolaire 2021/2022);HOPITAL ST LOUIS (18) MAT;18 RUE DE L'HOPITAL ST LOUIS;10ème Ardt;75110;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.364626530917536, 48.87543269884433]}";48.8754326988,2.36462653092
MATERNELLES (année scolaire 2021/2022);EUGENIE COTTON (20) MAT;20 RUE EUGENIE COTTON;19ème Ardt;75119;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.395041132864558, 48.87880036365956]}";48.8788003637,2.39504113286
MATERNELLES (année scolaire 2021/2022);FONTARABIE (12) MAT;12 RUE DE FONTARABIE;20ème Ardt;75120;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.400511640794654, 48.85752136244199]}";48.8575213624,2.40051164079
MATERNELLES (année scolaire 2021/2022);RICAUT (8) MAT;8 RUE RICAUT;13ème Ardt;75113;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.361454580574507, 48.829850842405655]}";48.8298508424,2.36145458057
MATERNELLES (année scolaire 2021/2022);BOULARD (23) MAT;23 RUE BOULARD;14ème Ardt;75114;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.328935231403179, 48.833736699755]}";48.8337366998,2.3289352314
MATERNELLES (année scolaire 2020/2021);EMILE DUPLOYE (27) MAT;27 RUE EMILE DUPLOYE;18ème Ardt;75118;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.355140425492895, 48.8899002402702]}";48.8899002403,2.35514042549
MATERNELLES (année scolaire 2020/2021);BIDASSOA (21) MAT;21 RUE DE LA BIDASSOA;20ème Ardt;75120;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.393684942281869, 48.866117853711174]}";48.8661178537,2.39368494228
MATERNELLES (année scolaire 2020/2021);BLANCHE (9 B) MAT;9 bis RUE BLANCHE;9ème Ardt;75109;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.3317475456180112, 48.87806920782907]}";48.8780692078,2.33174754562
MATERNELLES (année scolaire 2020/2021);LEGOUVE (6) MAT;6 RUE LEGOUVE;10ème Ardt;75110;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.362175399922302, 48.87225486900607]}";48.872254869,2.36217539992
MATERNELLES (année scolaire 2020/2021);BAYEN (56) MAT;56 RUE BAYEN;17ème Ardt;75117;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.29011418073213, 48.88354990061474]}";48.8835499006,2.29011418073
MATERNELLES (année scolaire 2020/2021);PIERRE BULLET (4) MAT;4 RUE PIERRE BULLET;10ème Ardt;75110;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.358098852648984, 48.87156857990446]}";48.8715685799,2.35809885265
MATERNELLES (année scolaire 2020/2021);JEANNE D'ARC (32) MAT;32 PLACE JEANNE D'ARC;13ème Ardt;75113;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.36809869006395, 48.830265125567216]}";48.8302651256,2.36809869006
MATERNELLES (année scolaire 2020/2021);GLACIERE (100) MAT;10 RUE SOEUR CATHERINE MARIE;13ème Ardt;75113;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.342910703242569, 48.829792234688384]}";48.8297922347,2.34291070324
MATERNELLES (année scolaire 2020/2021);BALEINE (5) MAT;5 IMPASSE DE LA BALEINE;11ème Ardt;75111;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.377754079127012, 48.86720552043881]}";48.8672055204,2.37775407913
MATERNELLES (année scolaire 2020/2021);ARCHEREAU (58) MAT;58 RUE ARCHEREAU;19ème Ardt;75119;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.375818943398065, 48.892616094135704]}";48.8926160941,2.3758189434
MATERNELLES (année scolaire 2019/2020);EMERIAU (16) MAT;16 RUE EMERIAU;15ème Ardt;75115;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.287857209805914, 48.851343486871116]}";48.8513434869,2.28785720981
MATERNELLES (année scolaire 2020/2021);FONTARABIE (12) MAT;12 RUE DE FONTARABIE;20ème Ardt;75120;2020-2021;;"{""type"": ""Point"", ""coordinates"": [2.400511640794654, 48.85752136244199]}";48.8575213624,2.40051164079
MATERNELLES (année scolaire 2019/2020);KUSS (8) POLY;8 RUE KUSS;13ème Ardt;75113;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.351305571867568, 48.82223098801243]}";48.822230988,2.35130557187
MATERNELLES (année scolaire 2021/2022);VITRUVE (68) MAT;68 RUE VITRUVE;20ème Ardt;75120;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.406797222388462, 48.859261202438944]}";48.8592612024,2.40679722239
MATERNELLES (année scolaire 2019/2020);MONT CENIS (77) MAT;77 RUE DU MONT CENIS;18ème Ardt;75118;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.343964979878902, 48.89207701187095]}";48.8920770119,2.34396497988
MATERNELLES (année scolaire 2021/2022);PEREIRE (221) MAT;221 BOULEVARD PEREIRE;17ème Ardt;75117;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.289289688998987, 48.88056489268451]}";48.8805648927,2.289289689
MATERNELLES (année scolaire 2019/2020);RETRAIT (24) MAT;24 RUE DU RETRAIT;20ème Ardt;75120;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.393942881384778, 48.86897936505894]}";48.8689793651,2.39394288138
MATERNELLES (année scolaire 2021/2022);PROCESSION (66) MAT;66 RUE DE LA PROCESSION;15ème Ardt;75115;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.309429982003984, 48.836574140344055]}";48.8365741403,2.309429982
MATERNELLES (année scolaire 2019/2020);LEON SCHWARTZENBERG (11) MAT;11 SQUARE ALBAN SATRAGNE;10ème Ardt;75110;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.355248422662065, 48.87545394605752]}";48.8754539461,2.35524842266
MATERNELLES (année scolaire 2021/2022);BRECHE AUX LOUPS (28) MAT;28 RUE DE LA BRECHE AUX LOUPS;12ème Ardt;75112;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.394535771113118, 48.83778785119998]}";48.8377878512,2.39453577111
MATERNELLES (année scolaire 2019/2020);FAUCONNIER (4) MAT;4 RUE DU FAUCONNIER;4ème Ardt;75104;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.359654069947803, 48.853642195075395]}";48.8536421951,2.35965406995
MATERNELLES (année scolaire 2021/2022);POPINCOURT (9) MAT;9 RUE POPINCOURT;11ème Ardt;75111;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.3773187394289472, 48.85737905628406]}";48.8573790563,2.37731873943
MATERNELLES (année scolaire 2019/2020);VIOLET (38) MAT;38 RUE VIOLET;15ème Ardt;75115;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.292854974817346, 48.84750408652812]}";48.8475040865,2.29285497482
MATERNELLES (année scolaire 2021/2022);LESSEPS (9) MAT;9 RUE DE LESSEPS;20ème Ardt;75120;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.4001687751364003, 48.858711483182]}";48.8587114832,2.40016877514
MATERNELLES (année scolaire 2019/2020);TOURELLES (5/7) POLY;9 RUE DES TOURELLES;20ème Ardt;75120;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.4040861161148133, 48.874737294075985]}";48.8747372941,2.40408611611
MATERNELLES (année scolaire 2019/2020);MACDONALD (141) POLY;141 BOULEVARD MACDONALD;19ème Ardt;75119;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.379741513878979, 48.89862625784573]}";48.8986262578,2.37974151388
MATERNELLES (année scolaire 2021/2022);VANDREZANNE (40) MAT;40 RUE VANDREZANNE;13ème Ardt;75113;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.353153713096576, 48.82785931453254]}";48.8278593145,2.3531537131
MATERNELLES (année scolaire 2019/2020);ANTOINE CHANTIN (22) MAT;22 RUE ANTOINE CHANTIN;14ème Ardt;75114;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.322533613771586, 48.827282458909075]}";48.8272824589,2.32253361377
MATERNELLES (année scolaire 2019/2020);BOIS (2) MAT;2 RUE DES BOIS;19ème Ardt;75119;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.395828176703136, 48.87764997489752]}";48.8776499749,2.3958281767
MATERNELLES (année scolaire 2021/2022);BESLAY (2) MAT;2 PASSAGE BESLAY;11ème Ardt;75111;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.373467183874624, 48.863000845893396]}";48.8630008459,2.37346718387
MATERNELLES (année scolaire 2019/2020);MERLIN (14) MAT;14 RUE MERLIN;11ème Ardt;75111;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.385842601860674, 48.86000303083137]}";48.8600030308,2.38584260186
MATERNELLES (année scolaire 2019/2020);D'ARTAGNAN (12) MAT;12 RUE D' ARTAGNAN;12ème Ardt;75112;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.386755510814376, 48.845406531232]}";48.8454065312,2.38675551081
MATERNELLES (année scolaire 2021/2022);COUR DES NOUES (26) MAT;26 RUE DE LA COUR DES NOUES;20ème Ardt;75120;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.400663885255332, 48.86433914005266]}";48.8643391401,2.40066388526
MATERNELLES (année scolaire 2019/2020);ARCHEREAU (26) MAT;26 RUE ARCHEREAU;19ème Ardt;75119;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.373449291616058, 48.890245416537326]}";48.8902454165,2.37344929162
MATERNELLES (année scolaire 2019/2020);RAPP (28) MAT;28 AVENUE RAPP;7ème Ardt;75107;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.300206056119464, 48.85863065424095]}";48.8586306542,2.30020605612
MATERNELLES (année scolaire 2021/2022);LONGCHAMP (130) MAT;130 RUE DE LONGCHAMP;16ème Ardt;75116;2021-2022;Maternelle;"{""type"": ""Point"", ""coordinates"": [2.278254211350838, 48.867275648123865]}";48.8672756481,2.27825421135
MATERNELLES (année scolaire 2019/2020);CUGNOT (30) POLY;30 RUE CUGNOT;18ème Ardt;75118;2019-2020;;"{""type"": ""Point"", ""coordinates"": [2.364587156963986, 48.8927157238122]}";48.8927157238,2.36458715696
